Area,Address,Horizontal,Road_width,Type_of_house,Price
240.0,63,4.435066261134082,9.0,1,110.0
165.0,18,10.0,9.0,1,55.0
120.0,111,4.435066261134082,9.0,1,48.0
250.0,63,4.435066261134082,9.0,1,110.0
320.0,205,4.435066261134082,7.0,1,138.0
250.0,63,4.435066261134082,9.0,1,110.0
320.0,205,4.435066261134082,7.0,1,138.0
180.0,150,4.435066261134082,7.0,1,128.0
333.0,7,4.435066261134082,11.0,1,190.0
325.0,2,4.435066261134082,13.0,1,150.0
310.0,22,4.435066261134082,9.0,1,105.0
75.0,1,4.435066261134082,8.0,1,23.0
250.0,150,4.435066261134082,9.0,1,180.0
105.0,22,4.435066261134082,9.0,1,51.0
310.0,32,4.435066261134082,9.0,1,34.0
125.0,2,4.435066261134082,9.0,1,55.0
90.0,7,4.435066261134082,15.0,1,43.0
350.0,53,4.435066261134082,18.0,1,105.0
140.0,2,4.435066261134082,15.0,1,45.0
105.0,69,4.435066261134082,9.0,1,60.0
220.0,60,4.435066261134082,15.0,1,95.0
45.0,104,4.0,3.0,2,3.5
148.0,12,4.435066261134082,30.0,1,50.5
65.0,97,4.435066261134082,10.0,2,11.0
40.0,224,4.0,5.0,2,4.5
110.0,739,7.0,6.0,1,59.0
40.0,142,4.5,2.5,2,3.25
175.0,190,4.435066261134082,50.0,1,62.7
45.0,252,5.0,3.0,2,4.6
138.0,1,4.435066261134082,30.0,1,47.0
98.0,155,5.3,10.0,1,14.8
30.0,1,4.0,3.0,2,4.95
128.0,2,4.435066261134082,40.0,1,62.0
44.0,42,9.8,8.0,2,11.5
77.0,142,4.0,20.0,1,20.8
250.0,160,4.435066261134082,25.0,1,40.5
120.0,133,4.435066261134082,6.0,1,18.3
98.0,97,5.0,10.0,2,18.5
37.0,62,4.435066261134082,6.0,1,10.5
55.0,62,4.435066261134082,5.5,1,16.9
47.0,63,3.5,5.0,2,7.5
38.0,58,5.0,4.0,2,3.8
20.0,58,3.0,3.0,2,2.25
20.0,71,4.2,3.0,2,1.95
30.0,58,4.0,3.0,2,2.25
70.0,60,4.0,5.0,2,7.75
150.0,18,4.435066261134082,8.0,2,23.5
30.0,290,4.435066261134082,4.5,2,3.62
41.0,4,3.6,4.5,2,6.4
25.0,84,4.435066261134082,2.0,2,2.5
61.0,142,3.2,2.5,2,2.8
157.0,1,4.435066261134082,55.0,1,51.9
45.0,104,4.0,3.0,2,3.5
148.0,12,4.435066261134082,30.0,1,50.5
65.0,97,4.435066261134082,10.0,2,11.0
40.0,224,4.0,5.0,2,4.5
110.0,739,7.0,6.0,1,59.0
40.0,142,4.5,2.5,2,3.25
175.0,190,4.435066261134082,50.0,1,62.7
65.0,97,4.435066261134082,10.0,2,11.0
40.0,224,4.0,5.0,2,4.5
110.0,739,7.0,6.0,1,59.0
40.0,142,4.5,2.5,2,3.25
175.0,190,4.435066261134082,50.0,1,62.7
45.0,252,5.0,3.0,2,4.6
138.0,1,4.435066261134082,30.0,1,47.0
98.0,155,5.3,10.0,1,14.8
30.0,1,4.0,3.0,2,4.95
128.0,2,4.435066261134082,40.0,1,62.0
44.0,42,9.8,8.0,2,11.5
77.0,142,4.0,20.0,1,20.8
250.0,160,4.435066261134082,25.0,1,40.5
120.0,133,4.435066261134082,6.0,1,18.3
98.0,97,5.0,10.0,2,18.5
37.0,62,4.435066261134082,6.0,1,10.5
55.0,62,4.435066261134082,5.5,1,16.9
120.0,190,4.435066261134082,50.0,1,50.0
45.0,4,8.0,15.0,1,9.0
32.0,104,3.8,3.0,2,3.1
28.0,104,4.0,3.0,2,2.75
28.0,104,4.0,3.0,2,2.75
58.0,1,4.5,3.5,2,6.85
80.0,1,6.6,4.0,2,15.8
42.0,1,4.435066261134082,3.0,2,4.8
75.0,18,5.0,4.0,2,7.0
50.0,1,4.435066261134082,3.0,2,6.0
40.0,1,4.435066261134082,6.0,2,7.0
150.0,18,8.0,8.0,1,22.0
43.0,4,4.435066261134082,0.0,2,5.85
75.0,143,5.2,15.0,1,11.0
33.0,449,4.435066261134082,3.0,2,2.65
42.0,3,4.435066261134082,3.0,2,6.2
97.0,53,7.0,5.0,2,20.0
125.0,18,8.0,5.0,2,22.0
40.0,104,4.0,4.0,2,5.2
182.0,111,5.6,20.0,1,65.0
35.0,142,3.6,4.5,2,3.9
182.0,111,5.6,20.0,1,65.0
35.0,142,3.6,4.5,2,3.9
30.0,308,4.0,2.5,2,3.0
33.0,2,3.5,10.0,2,6.4
48.0,141,3.5,2.5,2,3.0
40.0,308,4.0,3.0,2,3.55
50.0,140,4.0,13.0,1,9.6
36.0,140,3.5,6.0,1,4.5
68.0,140,5.0,10.0,1,19.0
42.0,197,3.8,42.0,1,12.5
34.0,260,4.435066261134082,6.0,2,3.6
40.0,140,4.435066261134082,4.0,2,4.7
50.0,140,4.435066261134082,3.0,2,4.0
50.0,140,4.435066261134082,3.0,2,3.95
53.0,140,3.88,3.0,2,4.7
34.0,140,4.435066261134082,4.0,2,4.5
45.0,140,3.8,6.0,2,6.5
36.0,197,4.435066261134082,3.0,2,4.0
33.0,197,3.5,4.0,2,4.55
60.0,1,4.435066261134082,3.0,2,10.2
55.0,1,4.435066261134082,6.0,2,7.58
60.0,753,4.435066261134082,4.0,2,12.5
70.0,33,4.435066261134082,4.0,2,34.0
70.0,2,4.435066261134082,2.5,2,12.0
45.0,1,4.435066261134082,6.0,2,11.3
80.0,1,4.435066261134082,5.0,2,20.0
120.0,1,4.435066261134082,3.0,2,13.0
65.0,7,4.435066261134082,2.5,2,13.0
98.0,1,4.435066261134082,6.0,2,29.5
60.0,1,4.435066261134082,3.0,2,10.5
55.0,1,4.435066261134082,6.0,2,10.2
80.0,1,4.435066261134082,3.0,2,7.9
80.0,1,4.435066261134082,6.0,2,23.8
60.0,7,4.435066261134082,6.0,2,12.5
65.0,97,4.435066261134082,2.5,2,11.5
60.0,1,4.435066261134082,5.0,2,12.3
58.0,7,4.435066261134082,2.5,2,6.5
150.0,7,4.435066261134082,6.0,2,55.0
150.0,7,4.435066261134082,6.0,2,55.0
65.0,2,4.435066261134082,2.5,2,5.6
65.0,1,4.435066261134082,5.0,2,14.0
65.0,1,4.435066261134082,4.0,2,12.0
50.0,1,4.435066261134082,2.5,2,4.5
40.0,2,4.435066261134082,2.5,2,3.96
90.0,1,4.435066261134082,3.0,2,10.3
80.0,1,4.435066261134082,6.0,2,22.9
65.0,7,4.435066261134082,5.0,2,16.8
60.0,1,4.435066261134082,6.0,2,20.0
73.0,1,4.435066261134082,2.5,2,5.98
90.0,7,4.435066261134082,5.0,2,21.6
90.0,1,4.435066261134082,3.0,2,10.8
70.0,7,4.435066261134082,3.0,2,7.5
120.0,1,4.435066261134082,5.0,2,16.8
40.0,1,4.435066261134082,2.5,2,4.7
110.0,1,4.435066261134082,15.0,2,30.0
110.0,1,4.435066261134082,12.0,2,25.0
120.0,1,4.435066261134082,12.0,2,42.0
50.0,1,4.435066261134082,2.5,2,5.5
25.0,133,3.6,2.5,2,2.55
40.0,22,3.5,3.0,2,4.4
48.0,22,3.5,3.0,2,5.15
50.0,22,4.0,2.5,2,5.1
40.0,104,4.5,4.0,2,4.5
40.0,133,7.0,3.0,2,3.98
50.0,127,4.0,3.0,2,5.4
50.0,104,4.0,5.0,2,7.5
52.0,104,4.435066261134082,5.0,2,7.5
28.0,252,4.8,3.0,2,2.88
35.0,222,3.5,3.0,2,3.55
40.0,22,3.6,2.5,2,4.0
55.0,133,4.7,3.5,2,7.3
70.0,133,5.0,6.0,2,10.5
40.0,130,0.0,5.0,2,6.35
50.0,99,4.6,4.0,2,6.1
30.0,111,3.9,3.0,2,3.28
38.0,113,3.8,3.0,2,4.15
70.0,104,4.0,2.5,2,7.1
55.0,104,5.0,6.0,2,9.0
32.0,147,3.5,10.0,1,19.5
38.0,65,3.3,2.0,2,2.45
84.0,222,4.435066261134082,8.0,2,7.5
45.0,22,4.0,3.0,2,5.89
110.0,18,7.0,1.0,1,21.2
35.0,94,4.0,2.3,2,4.75
41.0,84,3.65,25.0,1,24.0
30.0,94,5.0,2.0,1,2.25
31.0,260,4.0,3.0,2,1.43
34.0,252,3.5,2.3,2,4.2
302.0,7,16.0,6.0,1,79.0
30.0,61,4.435066261134082,2.0,2,3.15
75.0,64,4.5,8.0,1,17.8
40.0,767,4.435066261134082,9.552683032804689,1,3.1
103.0,92,5.8,5.0,2,17.0
39.0,90,3.5,2.5,2,6.2
55.0,2,4.0,6.0,2,6.8
60.0,71,4.435066261134082,6.0,2,6.2
65.0,133,5.8,7.0,2,12.5
56.0,1,5.0,10.0,1,17.0
111.0,92,6.0,20.0,1,95.0
98.0,197,6.5,9.0,1,16.2
40.0,197,4.435066261134082,4.0,1,5.5
36.0,252,4.0,2.5,2,3.85
45.0,42,4.0,3.0,2,5.5
45.0,50,4.0,2.0,2,5.5
50.0,114,3.5,7.0,1,20.2
80.0,133,5.6,10.0,1,18.9
90.0,140,4.435066261134082,15.0,1,9.5
145.0,142,4.435066261134082,8.0,2,12.0
85.0,142,4.435066261134082,8.0,2,15.0
76.0,99,4.435066261134082,8.0,2,10.5
40.0,125,4.435066261134082,8.0,2,6.0
85.0,92,6.6,6.0,1,21.0
48.0,252,5.0,3.0,2,4.95
40.0,160,4.0,3.0,2,4.45
75.0,130,4.0,3.5,2,7.0
29.0,2,4.435066261134082,0.0,1,3.52
45.0,1,4.435066261134082,3.0,1,7.1
50.0,58,4.435066261134082,6.0,2,6.78
40.0,22,4.435066261134082,3.5,2,3.78
45.0,90,5.0,3.0,2,4.5
18.0,104,4.435066261134082,3.0,1,3.5
33.0,58,4.5,2.5,2,4.1
33.0,62,4.5,2.5,2,4.1
47.0,1,4.0,20.0,1,20.3
43.0,22,4.2,4.5,2,5.5
30.0,1,4.435066261134082,2.3,2,3.5
40.0,4,3.8,3.5,2,6.8
100.0,1,4.435066261134082,6.0,2,23.0
100.0,12,6.0,6.0,1,24.5
52.0,22,4.0,2.5,2,6.15
35.0,160,3.5,2.0,1,4.1
80.0,4,5.0,8.0,1,18.0
54.0,252,4.8,4.0,2,5.0
14.0,90,3.0,2.0,2,1.38
40.0,12,4.435066261134082,20.0,1,12.5
88.0,224,4.435066261134082,6.0,2,7.5
85.0,197,4.2,30.0,1,18.0
175.0,32,9.0,30.0,1,68.0
40.0,65,4.0,4.0,2,3.45
60.0,1,4.0,16.0,1,11.3
46.0,252,3.6,3.0,2,7.6
60.0,62,5.0,6.0,1,12.5
315.0,789,13.0,30.0,1,135.0
36.0,7,4.435066261134082,3.0,2,5.2
50.0,140,4.0,5.0,1,8.0
66.0,160,4.435066261134082,6.0,2,8.5
70.0,2,5.5,25.0,1,33.0
104.0,197,8.0,9.0,1,16.0
75.0,1,4.3,10.0,1,22.8
45.0,197,4.8,7.0,1,8.0
56.0,61,3.9,4.0,1,10.9
70.0,252,5.7,5.0,1,18.5
44.0,4,4.7,3.0,2,5.35
33.0,104,4.3,2.2,2,4.35
69.0,92,4.5,2.5,2,6.3
48.0,252,5.0,5.0,2,8.5
50.0,42,4.9,4.0,2,10.5
40.0,2,4.0,2.2,2,7.5
50.0,69,9.0,2.0,2,7.9
45.0,278,3.5,2.0,2,7.6
56.0,65,6.5,2.0,2,6.8
46.0,4,3.6,4.0,2,6.3
40.0,290,4.7,6.0,2,6.6
54.0,64,3.5,5.0,2,7.9
34.0,12,3.5,2.2,2,4.45
42.0,60,7.0,2.0,2,5.45
28.0,1,3.0,2.0,2,3.55
45.0,150,4.2,20.0,1,25.5
76.0,1,5.0,5.0,1,11.0
80.0,68,5.5,36.0,1,11.5
70.0,1,4.6,6.0,1,15.5
100.0,4,4.435066261134082,9.552683032804689,2,1.55
37.0,89,4.0,3.0,2,4.5
43.0,97,3.6,8.0,2,11.5
90.0,292,6.5,30.0,1,15.8
120.0,142,7.3,6.0,2,16.2
55.0,252,5.0,3.0,2,6.99
80.0,22,4.435066261134082,20.0,1,30.0
45.0,69,4.435066261134082,3.0,2,3.5
51.0,67,4.435066261134082,3.0,2,3.55
58.0,63,4.435066261134082,3.0,2,4.05
51.0,58,4.435066261134082,3.0,2,4.1
41.0,58,4.435066261134082,3.0,2,3.2
44.0,63,4.435066261134082,3.0,2,3.2
48.0,63,4.435066261134082,3.0,2,3.05
55.0,63,4.435066261134082,3.0,2,4.2
46.0,237,4.435066261134082,3.0,2,4.05
54.0,237,4.435066261134082,3.0,2,3.25
56.0,63,4.435066261134082,3.0,2,3.8
48.0,58,4.435066261134082,3.0,2,3.7
51.0,69,4.435066261134082,3.0,2,3.55
40.0,59,4.435066261134082,3.0,2,3.5
45.0,69,4.435066261134082,3.0,2,3.9
41.0,59,4.435066261134082,3.0,2,3.6
125.0,142,5.0,20.0,1,39.0
30.0,68,5.2,4.0,2,4.2
84.0,1,10.5,5.0,2,20.9
31.0,130,4.435066261134082,4.0,2,4.65
45.0,111,4.0,5.0,2,9.25
40.0,165,4.435066261134082,5.0,2,6.38
35.0,12,4.435066261134082,3.0,2,4.6
34.0,518,4.435066261134082,3.0,2,3.6
18.0,127,4.435066261134082,3.0,2,2.28
30.0,104,4.435066261134082,3.0,2,2.75
35.0,7,3.6,5.0,1,7.5
50.0,142,4.5,3.0,1,5.25
50.0,260,4.5,15.0,1,10.5
120.0,18,6.0,15.0,1,22.0
120.0,18,8.2,15.0,1,12.5
193.0,32,4.435066261134082,9.552683032804689,1,75.0
33.0,130,6.7,2.0,2,4.3
81.0,4,5.0,20.0,1,15.1
37.0,18,4.5,4.0,2,3.75
60.0,236,4.435066261134082,5.0,2,6.5
36.0,140,4.2,2.5,2,3.95
52.0,64,4.0,3.0,2,5.0
40.0,12,4.2,2.5,2,3.85
50.0,197,5.0,6.0,1,7.5
54.0,130,4.0,2.7,2,6.5
120.0,372,4.435066261134082,15.0,1,7.8
35.0,142,3.5,4.0,1,3.7
31.0,71,4.435066261134082,4.0,2,3.25
72.0,111,3.7,30.0,1,21.0
36.0,262,4.435066261134082,2.5,2,2.38
35.0,262,3.5,2.5,2,1.66
41.0,84,3.6,25.0,1,24.0
50.0,1,5.0,30.0,1,22.0
40.0,140,4.0,6.0,2,4.1
34.0,61,3.7,2.0,2,4.35
50.0,160,5.0,2.5,1,8.8
38.0,278,3.8,2.0,2,5.5
54.0,1,4.3,2.2,2,6.8
32.0,58,5.0,2.0,2,4.2
100.0,160,5.2,2.2,2,16.0
93.0,140,4.1,2.5,1,6.6
31.0,518,4.435066261134082,2.5,1,3.1
55.0,160,4.435066261134082,4.5,2,9.0
80.0,142,4.5,2.5,2,6.7
45.0,267,4.5,2.0,2,2.65
105.0,32,6.0,6.0,1,14.5
57.0,147,4.5,6.0,1,28.5
110.0,118,5.0,8.0,1,27.5
95.0,32,7.0,6.0,1,18.0
40.0,22,4.5,4.0,2,5.2
75.0,63,6.0,5.0,2,10.5
55.0,64,5.5,15.0,1,13.5
42.0,68,4.2,36.0,1,15.0
63.0,58,4.0,35.0,1,13.5
45.0,68,4.0,33.0,1,15.0
48.0,68,4.5,36.0,1,16.0
45.0,90,5.6,5.0,2,4.5
50.0,113,4.435066261134082,3.0,2,7.1
80.0,147,5.0,20.0,1,70.0
40.0,133,4.435066261134082,2.0,2,7.9
54.0,224,4.435066261134082,9.552683032804689,1,12.5
72.0,3,4.6,15.0,1,13.9
36.0,32,3.8,3.0,2,4.8
45.0,18,4.0,3.0,2,4.35
124.0,292,6.0,12.0,1,30.6
35.0,142,4.435066261134082,2.0,2,3.58
86.0,267,4.0,20.0,1,12.5
118.0,340,8.72,3.0,2,4.8
53.0,142,4.0,3.0,2,3.58
90.0,2,6.0,3.0,2,11.9
82.0,677,4.435066261134082,4.5,1,35.6
40.0,12,4.435066261134082,5.0,2,6.05
75.0,449,3.8,10.0,1,5.0
33.0,140,4.435066261134082,3.5,2,3.78
52.0,142,6.0,2.0,2,5.5
38.0,32,4.435066261134082,4.0,2,3.5
67.0,22,3.71,8.0,1,16.8
33.0,130,4.435066261134082,3.0,2,3.95
140.0,4,7.0,3.0,2,16.5
90.0,2,8.0,5.0,1,24.0
60.0,232,4.5,3.5,2,13.388
62.0,133,5.1,4.5,2,13.2
85.0,61,5.1,6.0,2,15.8
102.0,278,6.0,3.0,2,13.5
35.0,58,4.5,3.0,2,4.55
30.0,260,3.8,3.0,2,3.46
45.0,140,3.0,6.0,1,5.35
87.0,22,10.0,10.0,1,33.0
87.0,22,10.0,10.0,1,33.0
34.0,290,4.435066261134082,3.0,2,4.15
55.0,94,4.0,7.0,2,17.5
125.0,104,5.0,2.5,2,6.99
40.0,278,4.0,3.0,2,5.5
62.0,1,4.5,4.0,2,12.9
55.0,7,6.0,7.0,2,10.9
65.0,1,4.435066261134082,8.0,2,11.8
65.0,7,6.0,5.0,2,12.5
53.0,2,4.0,6.0,2,7.4
60.0,104,4.435066261134082,9.552683032804689,2,2.6
50.0,7,4.435066261134082,10.0,1,21.5
120.0,48,4.435066261134082,40.0,1,103.0
42.0,1,4.435066261134082,3.0,2,5.95
62.0,1,4.435066261134082,4.0,2,12.9
50.0,104,3.7,5.0,2,13.9
50.0,32,4.435066261134082,2.5,2,22.0
54.0,1,4.435066261134082,4.0,2,9.88
50.0,143,4.435066261134082,4.5,1,23.0
56.0,252,5.0,2.2,2,6.5
80.0,53,4.435066261134082,4.5,1,24.5
95.0,53,4.435066261134082,2.5,2,10.5
64.0,140,4.6,8.0,1,20.0
50.0,32,4.435066261134082,9.0,1,5.8
45.0,252,4.435066261134082,5.0,1,8.9
30.0,12,4.435066261134082,3.0,2,4.35
33.0,2,4.0,3.0,2,3.4
50.0,1,3.5,50.0,1,14.8
55.0,114,4.0,9.0,1,20.5
43.0,4,4.5,3.0,1,4.65
50.0,1,4.435066261134082,3.0,2,6.8
50.0,58,5.0,8.0,1,11.0
150.0,59,4.435066261134082,5.0,1,30.0
68.0,133,0.0,9.0,2,10.7
52.0,1,4.435066261134082,3.0,2,5.85
75.0,142,4.435066261134082,5.0,2,11.8
45.0,90,6.0,4.0,2,4.5
70.0,846,4.5,3.5,2,4.79
70.0,267,5.3,8.0,2,8.6
40.0,262,4.0,7.0,1,3.98
45.0,42,4.6,3.0,2,6.5
41.0,140,4.0,12.0,1,6.23
52.0,197,5.0,5.5,1,6.55
45.0,140,4.0,10.0,1,5.4
60.0,197,5.0,5.5,1,7.25
62.0,140,5.0,12.0,1,9.75
32.0,264,8.0,8.0,1,3.6
70.0,2,5.5,25.0,1,33.0
125.0,850,7.5,8.0,1,15.6
28.0,89,4.0,40.0,1,14.5
50.0,112,5.0,3.0,2,8.2
558.0,104,14.5,30.0,1,198.0
84.0,63,5.7,4.0,2,13.9
100.0,60,6.0,12.0,1,30.45
35.0,140,3.5,3.0,2,3.95
45.0,90,6.0,2.0,2,4.5
36.0,58,4.0,3.0,2,3.68
90.0,53,4.435066261134082,5.0,2,29.5
50.0,1,4.435066261134082,8.0,2,18.0
102.0,197,8.5,15.0,1,16.2
49.0,197,4.435066261134082,5.0,1,7.0
58.0,1,4.435066261134082,12.0,1,14.0
40.0,1,5.0,8.0,2,4.8
65.0,22,5.0,3.0,1,6.5
67.0,142,4.1,20.0,1,20.0
71.0,63,4.0,6.0,2,8.5
30.0,60,5.0,2.0,2,2.5
100.0,1,6.0,6.0,2,24.8
55.0,197,4.435066261134082,12.0,1,5.9
124.0,18,16.5,2.4,2,15.5
36.0,113,4.435066261134082,10.0,1,17.8
51.0,7,5.0,0.0,1,5.9
35.0,2,4.0,3.0,1,3.6
36.0,58,4.0,3.0,2,3.75
43.0,69,4.3,4.0,2,5.15
38.0,69,4.0,6.0,2,5.2
35.0,58,5.0,3.0,2,3.96
50.0,7,4.435066261134082,5.5,1,13.0
65.0,12,4.435066261134082,12.0,1,15.2
60.0,12,4.435066261134082,15.0,2,14.0
480.0,36,4.435066261134082,12.0,1,70.0
80.0,140,4.435066261134082,12.0,1,16.0
160.0,140,10.0,20.0,1,38.0
65.0,222,4.5,3.0,2,6.0
65.0,197,4.435066261134082,30.0,1,5.5
65.0,340,6.0,5.0,2,6.8
55.0,143,5.0,12.0,1,23.9
150.0,113,7.0,25.0,1,45.0
45.0,22,4.0,3.0,2,6.9
30.0,130,4.435066261134082,3.0,2,3.5
32.0,113,3.0,3.0,2,3.55
50.0,53,5.0,3.0,2,7.6
37.0,130,4.435066261134082,3.0,2,4.3
35.0,58,3.2,3.0,2,4.95
51.0,60,4.435066261134082,20.0,1,14.1
46.0,856,4.0,2.5,2,2.0
52.0,1,4.0,6.6,1,10.9
126.0,7,16.0,30.0,1,59.999
75.0,22,5.0,15.0,1,15.0
48.0,1,11.0,7.0,2,6.9
90.0,1,4.0,6.0,2,16.5
60.0,1,4.435066261134082,7.0,1,14.5
40.0,58,4.0,3.0,2,4.15
60.0,1,7.5,3.5,2,11.0
52.0,22,3.5,3.0,2,10.4
30.0,1,4.0,2.2,2,3.17
135.0,104,7.0,40.0,1,40.0
161.0,59,17.0,40.0,1,18.8
150.0,94,8.0,40.0,1,70.0
80.0,97,5.0,30.0,1,23.0
55.0,61,5.0,15.0,2,7.0
45.0,160,4.0,10.0,2,5.0
70.0,3,5.0,3.0,2,6.299
35.0,1,4.0,3.0,2,5.25
31.0,2,4.0,3.0,2,3.49
52.0,133,4.435066261134082,4.5,2,4.6
35.0,197,4.0,3.5,2,4.15
32.0,2,4.435066261134082,2.0,2,3.48
50.0,267,4.5,10.0,1,13.0
75.0,142,6.0,5.0,1,11.2
92.0,58,4.5,40.0,1,26.95
45.0,90,6.0,2.5,2,4.5
48.0,155,4.2,3.0,1,11.0
145.0,155,8.0,64.0,1,80.0
47.0,104,4.0,3.0,2,4.6
85.0,865,4.435066261134082,30.0,1,35.0
55.0,866,4.435066261134082,3.0,2,5.5
75.0,63,4.0,3.0,2,5.5
65.0,518,4.435066261134082,2.3,2,3.85
35.0,260,3.5,3.0,2,3.2
35.0,140,3.5,3.0,2,2.75
32.0,259,5.0,2.5,2,3.0
55.0,7,4.435066261134082,4.0,2,6.5
60.0,3,4.435066261134082,6.0,2,15.9
45.0,7,4.435066261134082,4.0,2,6.39
70.0,1,4.435066261134082,6.0,1,13.97
35.0,140,3.5,4.0,2,2.95
35.0,260,3.8,4.0,2,2.55
45.0,224,4.0,12.0,1,12.9
50.0,104,4.8,20.0,2,13.0
190.0,60,9.0,20.0,1,54.0
45.0,252,4.435066261134082,3.0,2,5.3
35.0,2,4.435066261134082,3.0,2,3.45
45.0,140,4.435066261134082,5.0,2,6.52
35.0,449,3.5,4.0,2,2.4
52.0,53,4.435066261134082,7.0,2,6.99
41.0,53,4.435066261134082,4.0,2,3.69
38.0,160,4.0,3.0,1,4.0
75.0,12,4.5,2.5,2,7.5
54.0,104,4.0,10.0,1,13.5
120.0,292,10.0,10.0,1,20.0
90.0,292,4.435066261134082,5.0,1,14.0
190.0,267,4.435066261134082,20.0,1,16.0
100.0,142,5.0,5.0,1,16.0
171.0,142,8.0,5.0,1,17.0
80.0,142,4.435066261134082,5.0,2,9.0
45.0,142,4.435066261134082,10.0,2,5.5
60.0,340,4.435066261134082,5.0,2,6.0
65.0,292,4.0,3.0,2,5.0
70.0,142,6.0,5.0,2,7.5
70.0,22,4.0,3.0,2,7.0
85.0,1,5.2,20.0,1,21.0
80.0,1,5.6,30.0,2,23.0
60.0,12,10.0,15.0,2,12.0
65.0,140,4.435066261134082,30.0,1,5.5
30.0,142,4.435066261134082,3.0,2,3.2
32.0,292,4.435066261134082,2.0,2,2.8
45.0,90,4.5,2.5,2,4.5
48.0,94,4.8,5.0,2,2.3
56.0,62,4.6,5.0,1,12.0
37.0,71,3.5,2.5,2,3.8
300.0,1,18.0,16.0,1,115.0
45.0,190,4.435066261134082,2.5,2,5.8
100.0,111,5.0,3.0,2,16.5
80.0,104,5.1,2.5,2,16.5
80.0,58,6.0,2.5,2,16.5
58.0,58,4.5,8.0,1,17.5
60.0,58,6.0,7.0,1,16.0
30.0,113,4.435066261134082,3.0,2,2.85
38.0,61,4.435066261134082,6.0,2,3.5
59.0,60,4.435066261134082,3.0,2,7.0
53.0,260,5.0,3.0,2,4.25
200.0,145,4.435066261134082,10.0,1,102.0
190.0,60,9.0,13.0,1,50.0
41.0,4,6.02,3.0,2,6.8
46.0,18,4.0,2.5,2,5.8
54.0,1,4.5,2.5,2,9.99
75.0,59,4.5,5.0,1,11.0
79.0,68,5.0,35.0,1,11.0
85.0,58,5.5,16.0,1,11.5
86.0,677,4.435066261134082,20.0,1,34.0
64.0,97,4.5,4.0,2,13.5
74.0,68,5.0,4.0,1,10.5
35.0,58,5.0,3.0,2,5.9
161.0,58,4.435066261134082,50.0,1,18.8
60.0,65,5.0,6.0,1,11.6
130.0,90,10.0,5.0,1,28.0
64.0,71,3.8,5.0,2,6.4
190.0,60,9.0,25.0,1,50.0
48.0,22,4.0,3.0,2,5.89
66.0,63,8.5,25.0,2,8.5
160.0,63,20.0,20.0,1,16.5
75.0,68,8.0,15.0,1,13.0
70.0,59,7.5,20.0,1,22.0
60.0,58,3.8,5.0,1,7.3
30.0,140,5.0,3.5,2,2.65
38.0,260,3.5,4.0,1,3.25
190.0,60,4.435066261134082,30.0,1,53.0
38.0,50,4.0,2.0,2,4.8
73.0,252,6.0,20.0,1,23.0
50.0,48,4.0,2.0,2,5.4
95.0,48,6.0,4.0,2,17.8
60.0,48,5.0,3.0,2,11.0
60.0,315,5.0,3.0,2,12.0
80.0,48,5.0,10.0,2,23.0
200.0,50,10.0,5.0,2,34.0
200.0,50,10.0,5.0,2,34.0
45.0,32,4.0,2.0,2,6.2
50.0,50,4.0,3.0,2,6.0
43.0,278,4.0,2.0,2,5.5
43.0,50,4.0,2.0,2,5.5
63.0,4,4.5,4.0,2,9.5
37.0,140,4.435066261134082,5.0,1,5.0
73.0,142,4.435066261134082,40.0,2,8.4
58.0,866,5.2,2.5,2,5.5
55.0,92,4.435066261134082,3.0,2,5.7
35.0,4,3.88,2.5,2,3.35
75.0,62,5.0,5.0,1,7.8
40.0,142,5.0,4.0,2,7.68
55.0,111,4.435066261134082,0.0,2,12.5
78.0,12,4.435066261134082,0.0,2,14.8
50.0,130,4.435066261134082,0.0,2,9.8
49.0,260,4.5,4.0,1,3.65
48.0,237,5.0,5.0,2,5.4
117.0,32,5.3,12.0,1,14.0
87.0,32,5.5,5.0,2,7.7
50.0,59,4.1,3.0,2,4.95
32.0,893,5.0,3.0,2,3.1
32.0,1,6.2,2.0,2,4.65
74.0,1,5.0,4.0,2,6.5
44.0,856,4.435066261134082,4.0,2,2.85
32.0,290,4.435066261134082,4.0,2,3.8
97.0,1,6.0,4.0,2,13.5
170.0,4,20.0,20.0,1,83.0
50.0,147,6.0,20.0,1,41.0
60.0,69,5.0,20.0,1,23.0
45.0,267,4.0,8.0,1,5.0
59.0,140,4.435066261134082,4.0,2,5.35
42.0,292,4.0,5.0,2,5.5
40.0,58,4.0,2.3,2,3.8
36.0,58,3.6,2.5,2,3.3
38.0,58,3.8,2.3,2,3.4
30.0,58,4.0,2.0,2,3.0
30.0,58,3.5,4.0,2,4.0
36.0,60,3.6,2.0,2,3.3
50.0,4,4.435066261134082,5.0,2,7.5
70.0,1,8.0,12.0,1,29.0
120.0,2,8.0,12.0,1,65.0
200.0,32,15.0,20.0,1,97.0
45.0,252,4.5,6.0,1,9.1
45.0,22,4.0,3.0,2,6.0
85.0,142,5.0,2.5,2,2.78
400.0,71,12.0,6.0,1,11.0
50.0,140,4.435066261134082,4.0,2,5.2
55.0,197,6.0,8.0,1,11.5
40.0,260,4.435066261134082,3.0,2,2.8
40.0,59,4.5,3.0,1,4.1
46.0,160,4.435066261134082,3.0,2,6.4
36.0,12,4.435066261134082,3.0,2,4.3
44.0,36,4.435066261134082,4.0,2,4.2
